Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
43.46,600,550,4,4,4,1,2,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6384
72.43,800,500,3,3,8,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6385
39.5,640,620,4,4,10,2,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6386
59.09,1000,980,3,3,7,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6387
57.18,800,700,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6388
38.02,550,600,4,4,4,2,23,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6389
75,709,960,5,7,7,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6390
34,445,300,3,3,2,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6391
72.43,490,653,4,3,8,1,4,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6392
61.2,955,1015,6,5,6,0,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6393
47.5,721,631,3,2,6,2,67,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6394
34,485,385,3,3,3,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6395
51.46,550,480,4,4,3,2,5,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6396
56.23,1000,730,5,5,6,0,52,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6397
50,500,500,3,3,3,1,2,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6398
75,709,960,5,7,7,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6399
15.9,270,320,3,2,2,-6,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6400
190.6,1308,1476,4,9,-5,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6401
55.27,544,583,3,4,4,3,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6402
57.18,800,500,3,4,8,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6403
190.6,1300,1500,4,6,20,0,70,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6404
18.5,550,550,3,3,2,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6405
80.05,700,945,4,4,8,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6406
156.29,1800,1000,5,4,6,2,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6407
40.03,267,580,4,4,3,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6408
59.09,773,677,3,4,7,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6409
65,760,970,3,3,12,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6410
29.54,480,460,4,4,3,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6411
27,514,800,5,4,4,-6,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6412
36.5,593,563,3,3,3,-6,25,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6413
47.65,552,760,4,6,3,1,54,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6414
28,450,290,3,2,2,-6,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6415
41.93,-2,540,4,5,6,5,22,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6416
20,227,746,0,0,4,0,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6417
36,563,563,3,3,3,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6418
43,915,700,5,8,4,-6,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6419
190.6,1308,1476,4,4,10,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6420
66.5,570,570,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6421
57.18,1000,740,5,6,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6422
29.54,489,325,4,4,2,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6423
29.9,598,550,3,3,6,1,47,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6424
0.14,750,600,4,3,5,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6425
39,537,400,3,3,3,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6426
114.36,1500,850,5,4,5,2,18,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6427
34,468,460,3,2,4,1,58,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6428
40.03,751,750,4,4,6,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6429
29.54,489,460,4,3,2,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6430
51.46,900,300,3,3,6,2,12,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6431
30.75,724,724,4,4,4,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6432
66.71,1100,900,5,4,5,1,15,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6433
24.78,346,600,3,3,3,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6434
81.01,1300,1300,3,3,8,0,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6435
38,-2,600,4,5,2,0,12,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6436
80,750,970,3,3,4,0,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6437
95.3,740,900,4,3,7,1,15,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6438
47.5,729,422,4,2,3,1,45,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6439
56.23,860,1000,3,3,3,-6,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6440
35.26,418,420,2,0,2,-6,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6441
33,528,395,3,5,6,1,15,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6442
36,650,650,4,3,3,1,14,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6443
83,1700,1700,4,10,11,0,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6444
85.77,760,850,4,5,6,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6445
133.42,1877,1250,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6446
45,253,620,4,5,4,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6447
41.28,722,665,2,6,8,-6,51,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6448
33,655,556,5,4,5,1,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6449
65,1024,611,4,3,5,1,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6450
43.84,718,666,2,3,6,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6451
57.18,490,529,3,3,3,-6,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6452
57.08,1012,393,3,3,7,1,18,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6453
29.5,790,400,3,2,3,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6454
95.3,-2,750,4,4,6,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6455
61.2,1014,955,6,5,6,1,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6456
85.77,600,846,4,5,4,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6457
38.12,544,800,3,3,8,1,41,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6458
45.99,750,600,4,3,5,1,15,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6459
34.31,309,400,3,3,3,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6460
55.27,766,750,4,5,5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6461
29.54,489,460,4,3,2,1,36,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6462
78.15,833,941,3,4,6,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6463
53,848,581,3,3,4,1,64,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6464
80,1000,800,4,1,2,-6,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6465
34.85,450,750,6,4,-5,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6466
75,1453,1620,6,5,7,1,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6467
20,750,750,4,4,3,1,5,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6468
66.5,488,570,3,4,4,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6469
57.18,789,700,5,4,6,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6470
46,750,600,4,3,5,1,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6471
57.18,900,750,6,5,3,-6,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6472
72.43,500,700,4,4,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6473
6.5,342,410,4,4,3,1,13,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6474
37.17,448,410,4,3,3,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6475
32.4,1000,400,3,3,8,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6476
66.5,500,570,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6477
24.3,-2,241,-3,2,1,1,8,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6478
110.55,1509,780,3,4,-5,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6479
41.93,445,511,4,3,5,3,41,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6480
52.42,374,843,4,4,4,0,65,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6481
36.5,593,564,3,3,3,1,25,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6482
78.15,800,1000,4,4,6,1,4,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6483
28,385,486,4,5,6,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6484
93.39,1350,594,4,4,6,1,65,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6485
16,280,280,3,3,2,1,14,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6486
89.58,800,800,4,4,4,1,11,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6487
29.99,800,550,4,4,6,1,8,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6488
29.54,489,325,4,3,2,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6489
34,468,460,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6490
104.83,1350,593,3,3,-5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6491
55,810,712,4,4,6,1,43,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6492
67,-2,980,3,2,8,2,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6493
28.8,825,825,3,4,6,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6494
57.74,1000,700,5,7,3,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6495
57.18,1000,600,6,6,3,0,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6496
40,756,456,4,3,5,1,39,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6497
45,-2,500,4,4,5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6498
41.93,500,560,3,4,4,1,4,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6499
53.18,900,688,3,3,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6500
29.54,489,460,4,3,3,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6501
33,600,500,4,3,5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6502
30,310,460,3,3,-5,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6503
37.83,-2,610,5,5,4,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6504
74.33,1122,790,4,5,4,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6505
41.93,914,610,5,5,4,2,52,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6506
26,490,340,4,4,2,0,8,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6507
35.73,573,610,5,4,4,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6508
33,527,400,3,3,4,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6509
80,1000,500,4,3,5,1,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6510
45.5,603,478,4,5,5,1,18,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6511
33.36,525,454,3,3,4,2,8,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6512
34,468,475,3,3,4,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6513
47.65,490,600,4,4,6,2,14,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6514
53.18,850,688,3,1,5,4,35,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6515
60,810,1000,6,3,9,1,55,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6516
47.65,700,600,-3,-4,11,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6517
49.5,814,790,-3,-4,-5,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6518
58.5,625,943,3,4,3,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6519
33,527,395,3,3,8,1,15,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6520
35,642,471,4,4,2,-6,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6521
37,480,570,4,3,4,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6522
29.54,489,325,3,3,2,2,35,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6523
37,600,600,4,3,2,1,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6524
37,-2,600,4,3,1,1,4,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6525
26,340,1,4,4,2,0,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6526
29.8,820,550,4,4,8,1,5,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6527
50.55,900,850,6,5,6,1,25,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6528
50,800,750,4,4,5,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6529
72.43,504,810,3,3,3,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6530
50.51,410,610,4,4,5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6531
46,750,600,4,3,5,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6532
44.5,640,512,3,2,4,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6533
50,790,672,3,3,6,1,28,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6534
38.6,769,530,4,0,7,-6,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6535
36,280,600,4,3,1,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6536
66.71,800,700,4,4,15,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6537
93.39,1194,1395,3,6,4,3,3,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6538
37,750,570,3,3,4,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6539
57.74,1000,700,5,6,3,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6540
68.62,650,735,3,5,9,2,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6541
17.5,100,270,3,3,2,1,14,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6542
66.71,560,520,3,3,5,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6543
28,830,600,4,4,6,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6544
21.5,596,680,3,5,5,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6545
47,800,750,8,4,5,2,2,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6546
36.21,764,700,6,5,5,2,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6547
34.31,609,438,4,5,6,-6,70,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6548
55,1200,967,-3,7,100,-6,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6549
34.31,500,400,4,4,3,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6550
55.27,544,583,3,4,4,3,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6551
65,720,1110,7,8,8,-6,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6552
33.36,536,479,3,3,4,1,23,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6553
70,1024,670,4,3,5,1,50,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6554
45,617,592,4,3,0,2,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6555
80.05,1376,900,6,6,7,1,41,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6556
36.5,750,620,3,3,4,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6557
28.8,800,550,4,4,8,0,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6558
49.56,560,650,3,3,2,1,20,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6559
37.36,540,400,4,4,4,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6560
114.36,1347,1300,4,4,4,1,10,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6561
29.54,820,550,4,5,8,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6562
49.56,1000,700,5,4,4,1,27,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6563
22.58,500,1000,4,3,3,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6564
110.55,1511,1258,2,5,6,3,34,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6565
46.7,606,433,4,5,3,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6566
33.75,1006,530,3,4,6,-6,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6567
41.28,721,665,2,2,8,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6568
75,709,960,5,7,6,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6569
65,720,1110,7,8,8,0,60,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6570
18.5,336,550,3,3,2,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6571
34,475,475,3,3,4,1,40,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6572
55.27,709,500,3,3,5,1,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6573
72.43,500,600,4,5,4,-6,1,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6574
27,504,563,4,3,4,1,42,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6575
32.4,445,275,2,2,2,2,30,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6576
34,468,460,3,3,4,-6,-7,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6577
66.71,8000000,800,4,4,15,1,0,"Lomas de Chapultepec, Miguel Hidalgo",Lomas de Chapultepec, Miguel Hidalgo,6578
